timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,42.293626,-71.264009,61.205101,-1.000000,-1.000000,1505916293.611276,
1505916293.667616,-0.020851,0.297185,1.495556,0.732704,-0.055848,0.389293,-0.019935,-0.292830,-0.955957,0.006187,-0.050905,0.129342,3.210979,-2.069125,-41.813698,,,,,,,
1505916293.687557,-0.023162,0.315118,1.505434,1.002542,-0.003567,0.466190,-0.022020,-0.309929,-0.950505,0.021119,0.031379,-0.021236,3.201903,-2.594139,-41.785107,,,,,,,
,,,,,,,,,,,,,,,,42.293626,-71.264009,61.205101,-1.000000,-1.000000,1505916288.893705,
1505916293.707550,-0.030043,0.334876,1.514658,0.964043,-0.297721,0.376366,-0.028370,-0.328652,-0.944025,0.040119,0.048454,-0.025656,3.174936,-3.237556,-41.742241,,,,,,,
1505916293.727516,-0.037971,0.351772,1.524054,0.812826,-0.164586,0.486575,-0.035637,-0.344562,-0.938087,0.026619,-0.084103,0.154228,2.818375,-4.438634,-41.657318,,,,,,,
1505916293.747459,-0.045082,0.368286,1.539146,0.920917,-0.060407,0.762018,-0.042044,-0.360017,-0.931998,0.076667,-0.050780,0.073981,2.698933,-4.970905,-41.605083,,,,,,,
1505916293.767449,-0.051931,0.388487,1.556425,1.087029,-0.012980,0.695826,-0.048039,-0.378788,-0.924236,0.063039,0.113652,0.038097,2.574877,-5.802050,-41.505219,,,,,,,
1505916293.787414,-0.056239,0.397587,1.564591,-0.058887,-0.229377,0.097564,-0.051825,-0.387195,-0.920540,0.017172,0.246249,-0.090965,2.480839,-6.691616,-41.376858,,,,,,,
1505916293.807380,-0.064349,0.380630,1.555830,-1.210625,-0.830466,-0.540537,-0.059702,-0.371505,-0.926509,0.004923,0.002334,-0.047810,2.156543,-6.199500,-41.471584,,,,,,,
1505916293.827348,-0.078343,0.347734,1.539756,-1.951566,-1.010176,-0.626374,-0.073579,-0.340768,-0.937264,0.091096,-0.082556,0.112450,1.819430,-5.641862,-41.567245,,,,,,,
1505916293.847293,-0.093183,0.302835,1.525453,-2.471480,-0.886896,-0.387770,-0.088814,-0.298227,-0.950354,0.063699,-0.123816,0.119086,0.648600,-3.102193,-41.868034,,,,,,,
1505916293.867280,-0.104820,0.252892,1.515637,-2.498162,-0.680940,-0.109306,-0.101300,-0.250205,-0.962879,0.096387,-0.144997,-0.026410,0.160336,-1.520401,-41.959976,,,,,,,
1505916293.887248,-0.122235,0.211065,1.511688,-1.790084,-1.172781,0.109369,-0.119225,-0.209501,-0.970512,0.097466,-0.150102,-0.073875,-0.275273,0.040489,-41.986897,,,,,,,
1505916293.907211,-0.154034,0.187838,1.511017,-0.770551,-1.789533,0.120314,-0.150727,-0.186735,-0.970779,0.054062,-0.002474,0.068191,-1.855398,2.113857,-41.893505,,,,,,,
1505916293.927178,-0.187214,0.183723,1.513823,0.148997,-1.321270,0.190751,-0.182990,-0.182691,-0.965991,-0.035806,0.076383,0.286487,-3.312864,2.463903,-41.784340,,,,,,,
1505916293.947118,-0.191583,0.197313,1.517062,1.054255,0.482866,-0.084261,-0.186719,-0.196035,-0.962656,-0.100467,0.051947,0.358957,-3.768620,2.364317,-41.751457,,,,,,,
1505916293.967107,-0.165619,0.231938,1.520550,2.156073,1.792900,-0.106187,-0.160449,-0.229864,-0.959906,-0.144101,-0.003611,0.088140,-3.001937,0.847752,-41.871788,,,,,,,
1505916293.987077,-0.139080,0.275744,1.530826,2.174183,1.463607,0.292479,-0.133394,-0.272263,-0.952932,-0.082670,0.024262,-0.163234,-1.712810,-1.024176,-41.940365,,,,,,,
1505916294.007018,-0.129146,0.309865,1.544366,1.401056,0.088583,0.485192,-0.122654,-0.304930,-0.944444,-0.063305,0.058135,-0.360442,-1.139283,-1.913279,-41.928730,,,,,,,
1505916294.026983,-0.140670,0.324307,1.552816,0.365884,-0.706332,0.193614,-0.132897,-0.318652,-0.938509,-0.021872,-0.050717,-0.137556,-1.087254,-3.520124,-41.825871,,,,,,,
1505916294.046959,-0.157258,0.319836,1.553309,-0.506660,-0.826080,-0.039371,-0.148668,-0.314411,-0.937573,-0.045912,-0.029522,0.007565,-1.757428,-3.517015,-41.803337,,,,,,,
1505916294.066941,-0.169504,0.307315,1.547370,-0.634783,-0.652133,-0.232934,-0.160790,-0.302500,-0.939489,-0.054802,-0.045812,-0.005060,-2.090468,-3.281051,-41.807194,,,,,,,
1505916294.086907,-0.180074,0.302136,1.542666,-0.046634,-0.485584,-0.127741,-0.170989,-0.297560,-0.939266,-0.041749,-0.007555,-0.015202,-2.879848,-2.635370,-41.805958,,,,,,,
1505916294.106865,-0.181661,0.308214,1.541259,0.424406,0.182097,-0.153027,-0.172150,-0.303357,-0.937198,-0.098419,-0.032275,0.132281,-3.115348,-2.784535,-41.779392,,,,,,,
1505916294.126840,-0.172867,0.319924,1.539687,0.692986,0.427321,-0.185285,-0.163279,-0.314495,-0.935111,-0.004781,0.023830,-0.098809,-2.908908,-3.084133,-41.773232,,,,,,,
1505916294.146805,-0.165867,0.339931,1.538389,1.119051,0.315877,-0.268016,-0.155660,-0.333422,-0.929839,-0.002910,0.049304,-0.057344,-2.496888,-3.949276,-41.727036,,,,,,,
1505916294.166771,-0.154089,0.360666,1.535010,0.819097,0.713259,-0.345594,-0.143605,-0.352897,-0.924576,-0.054012,-0.007347,0.168167,-2.238884,-4.648727,-41.669575,,,,,,,
1505916294.186739,-0.138196,0.372307,1.529142,0.469945,0.505305,-0.360716,-0.128319,-0.363766,-0.922610,0.047371,-0.077137,-0.173460,-1.599522,-5.282927,-41.623417,,,,,,,
1505916294.206704,-0.133530,0.384687,1.524909,0.687321,-0.031816,-0.220216,-0.123403,-0.375269,-0.918665,0.115148,0.013300,-0.251684,-1.341733,-5.486452,-41.606194,,,,,,,
1505916294.226646,-0.132141,0.399247,1.521031,0.639936,0.049577,-0.366732,-0.121395,-0.388724,-0.913322,0.016293,0.057227,0.036887,-1.172427,-6.432281,-41.475632,,,,,,,
