timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1508183685.462113,0.042494,0.087003,-3.131152,-0.001768,-0.006934,-0.013635,0.042320,-0.086893,-0.995318,0.014152,0.017908,-0.009488,0.971157,16.881674,-62.442543,,,,,,,
1508183685.482095,0.042153,0.087253,-3.131494,0.064675,-0.043164,-0.015292,0.041980,-0.087142,-0.995311,0.004391,0.008254,-0.007802,0.980886,16.917046,-62.432816,,,,,,,
1508183685.502125,0.041710,0.088442,-3.131723,0.060300,-0.004826,-0.009447,0.041535,-0.088327,-0.995225,0.001129,0.003610,0.000566,0.931933,16.851437,-62.451309,,,,,,,
1508183685.522129,0.042409,0.089517,-3.132214,0.044072,0.034630,-0.028134,0.042227,-0.089397,-0.995100,0.005869,-0.004566,0.005049,0.941601,16.768753,-62.473412,,,,,,,
1508183685.542127,0.043431,0.090063,-3.132660,-0.007131,0.001586,-0.009490,0.043241,-0.089942,-0.995008,0.020510,-0.005639,0.001920,0.985334,16.719460,-62.485954,,,,,,,
1508183685.562142,0.043654,0.089697,-3.132594,0.005783,-0.004841,0.007655,0.043464,-0.089577,-0.995031,0.002343,0.008904,0.003149,1.026498,16.726564,-62.483387,,,,,,,
1508183685.582145,0.043915,0.090026,-3.132521,0.027119,0.013270,0.004177,0.043723,-0.089904,-0.994990,0.007165,0.000701,0.004649,1.032008,16.724335,-62.483891,,,,,,,
1508183685.602127,0.044250,0.090628,-3.132372,0.027250,-0.016582,0.017405,0.044054,-0.090504,-0.994921,0.014082,-0.002194,0.000537,1.055442,16.699038,-62.490269,,,,,,,
1508183685.622158,0.043937,0.091180,-3.131915,0.025176,-0.029380,0.026123,0.043740,-0.091054,-0.994885,0.019446,-0.000621,0.000805,1.077088,16.660950,-62.500061,,,,,,,
1508183685.642161,0.043910,0.091743,-3.131492,0.016471,0.013244,0.020180,0.043711,-0.091615,-0.994835,-0.001155,-0.002746,0.010963,1.064480,16.620800,-62.510963,,,,,,,
1508183685.662168,0.044406,0.092196,-3.131217,0.012131,0.021789,0.009396,0.044202,-0.092066,-0.994771,0.003008,-0.005804,0.011114,1.086151,16.600292,-62.516045,,,,,,,
1508183685.682174,0.044966,0.092499,-3.131069,-0.003899,0.017528,0.011603,0.044759,-0.092367,-0.994718,0.005244,-0.010904,0.012876,1.131270,16.562216,-62.525345,,,,,,,
1508183685.702179,0.045314,0.092746,-3.130759,-0.004896,0.001536,0.019299,0.045104,-0.092613,-0.994680,0.005921,-0.004540,0.011861,1.163586,16.555302,-62.526577,,,,,,,
1508183685.722185,0.045635,0.092696,-3.130367,0.003575,0.032424,0.019911,0.045423,-0.092563,-0.994670,-0.002958,0.003864,0.012538,1.185124,16.550520,-62.527443,,,,,,,
1508183685.742188,0.046649,0.092501,-3.130023,-0.002827,0.023909,0.017907,0.046433,-0.092369,-0.994642,0.011978,0.007896,0.003660,1.237145,16.553282,-62.525703,,,,,,,
1508183685.762184,0.047125,0.092366,-3.129585,0.013325,0.002578,0.029933,0.046907,-0.092235,-0.994632,0.005904,0.003673,0.003375,1.302189,16.574532,-62.518753,,,,,,,
1508183685.782201,0.047278,0.092579,-3.128902,0.016551,0.002567,0.035262,0.047058,-0.092447,-0.994605,0.003662,0.004389,0.011023,1.329211,16.563379,-62.521141,,,,,,,
1508183685.802207,0.047318,0.092838,-3.128370,0.004772,-0.005930,0.024731,0.047097,-0.092705,-0.994579,0.003257,-0.001000,0.014675,1.348427,16.555691,-62.522762,,,,,,,
1508183685.822212,0.047195,0.092824,-3.127787,-0.042355,0.016439,0.030840,0.046974,-0.092691,-0.994586,-0.009849,-0.009040,0.009708,1.362318,16.548765,-62.524296,,,,,,,
1508183685.842218,0.047385,0.091803,-3.127096,-0.048760,0.011114,0.030922,0.047168,-0.091674,-0.994671,-0.008227,-0.001877,0.006588,1.378879,16.583694,-62.514679,,,,,,,
1508183685.862224,0.046958,0.091362,-3.126275,0.004852,-0.010230,0.042923,0.046745,-0.091235,-0.994732,-0.010704,0.001849,0.003902,1.388646,16.641356,-62.499138,,,,,,,
1508183685.882228,0.046231,0.091739,-3.125511,-0.009144,0.004710,0.029922,0.046020,-0.091610,-0.994731,-0.012649,-0.008747,0.002116,1.359713,16.629379,-62.502964,,,,,,,
1508183685.902233,0.045951,0.091527,-3.124917,-0.019828,-0.003804,0.026854,0.045742,-0.091399,-0.994763,-0.011730,-0.006959,-0.003192,1.355420,16.630661,-62.502716,,,,,,,
1508183685.922239,0.045412,0.091310,-3.124462,-0.012333,-0.011253,0.021625,0.045207,-0.091183,-0.994808,-0.011058,-0.004322,-0.012700,1.325441,16.642300,-62.500259,,,,,,,
1508183685.942245,0.044704,0.090797,-3.124118,-0.025331,0.024995,0.006181,0.044505,-0.090672,-0.994886,-0.013942,0.003316,-0.007769,1.292344,16.668026,-62.494095,,,,,,,
1508183685.962234,0.045260,0.090518,-3.124209,0.007776,0.032468,-0.006747,0.045060,-0.090395,-0.994886,-0.000428,0.002809,-0.014635,1.305152,16.687820,-62.488548,,,,,,,
1508183685.982240,0.045638,0.090675,-3.124175,0.002587,-0.003780,0.009777,0.045435,-0.090551,-0.994855,0.010565,-0.002970,-0.012607,1.338400,16.691191,-62.486942,,,,,,,
1508183686.002260,0.045299,0.090724,-3.123851,0.000500,-0.012319,0.018433,0.045097,-0.090600,-0.994866,-0.007607,-0.001380,-0.001243,1.338210,16.688248,-62.487732,,,,,,,
1508183686.022267,0.045147,0.090822,-3.123538,0.004669,0.011122,0.010625,0.044945,-0.090697,-0.994864,-0.010262,-0.000352,-0.001642,1.328761,16.684053,-62.489056,,,,,,,
1508183686.042182,0.045175,0.091010,-3.123365,0.016468,-0.001658,0.007603,0.044973,-0.090885,-0.994845,-0.006613,0.003101,0.003070,1.325343,16.679132,-62.490440,,,,,,,
1508183686.062186,0.044647,0.091168,-3.123272,0.010081,-0.019754,0.001472,0.044447,-0.091042,-0.994855,-0.004468,-0.000282,-0.000262,1.310406,16.662964,-62.495068,,,,,,,
1508183686.082192,0.044030,0.091367,-3.123181,0.007957,-0.021891,0.004704,0.043832,-0.091240,-0.994864,-0.006951,-0.000999,-0.004862,1.285381,16.653339,-62.498154,,,,,,,
1508183686.102198,0.043698,0.091530,-3.123170,0.003605,-0.004833,-0.001938,0.043501,-0.091402,-0.994863,-0.004485,-0.002882,-0.001810,1.245632,16.639135,-62.502743,,,,,,,
1508183686.122200,0.043500,0.091491,-3.123217,0.015330,0.007950,-0.004265,0.043304,-0.091364,-0.994876,-0.003524,0.007456,-0.001249,1.230827,16.633303,-62.504589,,,,,,,
1508183686.142208,0.043846,0.091613,-3.123555,0.021659,0.019701,-0.021501,0.043648,-0.091485,-0.994849,0.000206,0.006830,-0.000207,1.237448,16.628210,-62.505814,,,,,,,
1508183686.162203,0.044795,0.091988,-3.124035,0.030194,0.032475,-0.017427,0.044590,-0.091858,-0.994773,0.009700,0.001374,0.000861,1.262115,16.622488,-62.506844,,,,,,,
1508183686.182220,0.045653,0.092845,-3.124142,0.043130,0.014306,0.005222,0.045441,-0.092711,-0.994656,0.007522,-0.002198,0.007091,1.327369,16.570969,-62.519165,,,,,,,
1508183686.202226,0.045728,0.093863,-3.124100,0.026057,-0.006984,0.000212,0.045510,-0.093726,-0.994557,-0.002038,-0.006357,0.017034,1.353070,16.508894,-62.535038,,,,,,,
1508183686.222231,0.045297,0.093973,-3.124178,-0.027424,-0.019744,-0.004895,0.045081,-0.093835,-0.994567,-0.004600,-0.011039,0.015120,1.345551,16.485165,-62.541458,,,,,,,
1508183686.242235,0.045054,0.093205,-3.124147,-0.023158,-0.006977,0.002381,0.044843,-0.093070,-0.994649,-0.000776,0.010825,0.002111,1.308754,16.508820,-62.536003,,,,,,,
1508183686.262242,0.044864,0.093124,-3.124089,0.026064,-0.005926,0.003395,0.044654,-0.092990,-0.994665,-0.001533,0.003024,-0.004419,1.298890,16.539589,-62.528076,,,,,,,
1508183686.282247,0.044782,0.093543,-3.124128,0.018533,-0.001646,-0.005192,0.044571,-0.093407,-0.994630,-0.000061,0.002373,-0.002013,1.293053,16.527678,-62.531345,,,,,,,
1508183686.302223,0.045202,0.093756,-3.124276,-0.006126,0.016466,-0.003303,0.044988,-0.093619,-0.994591,0.003702,-0.002542,0.000939,1.302611,16.497519,-62.539112,,,,,,,
1508183686.322231,0.045504,0.093592,-3.124277,-0.013535,-0.004847,0.002343,0.045289,-0.093456,-0.994593,0.011122,-0.003453,-0.003485,1.323208,16.502239,-62.537434,,,,,,,
